sentence,abstract_abstract,abstract_concrete,abstract_ignorance,policy_not policy,policy_policy,dynamics_not dynamics,dynamics_dynamics,valence_neutral,valence_winning,valence_losing,abstract_tag,policy_tag,dynamics_tag,valence_tag
"Red blocks also kill you so stay away from them, any dark green blocks can move freely around the map and may kill you so best to avoid that.",-0.027422974,-3.680997,-inf,-0.52881014,-0.8899971,-2.1854036,-0.119287185,-9.907108,-inf,-6.325235e-05,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
"Object of the game is to defend your beige squares from being taken over by the enemy coloured squares, whilst also killing the enemy square by shooting with the space bar.",-3.4816787,-0.03243712,-inf,-1.2462726,-0.33914512,-3.0425375,-0.04889664,-4.433814,-0.012009777,-10.166707,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
You can only shoot in the direction you move.,-6.8159537,-0.001199159,-9.293603,-0.04790762,-3.0629776,-7.3991017,-0.0006166508,-7.016616e-05,-11.473923,-10.036007,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
If the enemy squares capture your squares they will turn green however you can re capture them by moving over them.,-2.602816,-0.08052883,-inf,-0.45099255,-1.0134487,-6.494008,-0.0015174767,-0.064875074,-2.8149438,-5.8946595,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"Keep moving and remember to make sure you re capture any taken squares, firing to the side can be quite helpful just remember to move fast.",-0.0015048631,-8.141556,-inf,-1.1828431,-0.36597526,-0.07265085,-2.658657,-1.2982092,-0.3190089,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Good luck,-inf,-inf,-0.000101993544,-1.2948405e-05,-inf,-8.418666e-06,-inf,-3.22594e-05,-12.664095,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Take your time, far more likely to complete a level taking it slow.",-0.001251062,-8.832296,-6.8749104,-1.8458589,-0.17188585,-0.000538378,-7.562947,-0.0030134767,-5.8136845,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Be careful that you don't push a green square into trapping yourself.,-0.009726336,-4.6411963,-inf,-7.73766,-0.00044496998,-5.1070237,-0.0060751485,-0.47910336,-8.45418,-0.9666312,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Best advice is to visualise the moves before you make them and ensure it is correct.,-0.00023512568,-inf,-8.614985,-7.968629,-0.00035357746,-1.4855664e-05,-inf,-2.2558155,-0.11071398,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Also salmon coloured squares are the same as the orange squares, the green squares can also move the salmon squares out of the way.",-0.035298504,-3.475816,-inf,-0.109273024,-2.2683268,-6.3394537,-0.0017710928,-0.0030746832,-5.802767,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"Turquoise squares help you by removing barriers a light green block will fall and eat the orange barrier, however the light green block may also kill you so try to avoid it.",-0.0012909514,-inf,-10.298014,-0.5583139,-0.8491331,-0.80180913,-0.5951918,-0.07546474,-7.4544606,-2.6320615,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Make sure to NOT push the blue squares to the side barriers as the block may get stuck.,-0.44839188,-1.018239,-inf,-9.366088,-9.0788395e-05,-2.3590715,-0.09928495,-1.6246827,-9.249574,-0.21962284,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
Later levels you may find you have to push the orange blocks into the other non blue blocks to change them to cream squares.,-0.0016720877,-7.436731,-inf,-2.747734,-0.066238284,-4.770944,-0.008514104,-0.6533447,-0.7349525,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"Visualise each move you make before you make it, this will help ensure you are able to complete each level",-0.00016218038,-10.023481,-inf,-8.212105,-0.0002879146,-6.6947665e-05,-10.073744,-2.4488626,-0.09040319,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Red blocks also kill you so stay away from them(they will move to you if you make a trail to them), any dark green blocks can move freely around the map and may kill you so best to avoid that.",-0.017400693,-4.6972065,-inf,-1.5471987,-0.23936404,-5.9363203,-0.0026485482,-9.210387,-inf,-0.00012535013,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
On the harder levels you can just line up to your squares and move sideways while continuously shooting.,-0.10523503,-inf,-2.3372183,-0.091751054,-2.434742,-1.0282558,-0.44261205,-2.2477953,-0.11170606,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
The goal is to get to the light green block by using light blue blocks and dark blue blocks to teleport to it while avoiding the moving red and light red blocks and green blocks.,-0.000371447,-inf,-inf,-3.0271308,-0.049692787,-4.595036,-0.010160936,-2.1725798,-0.121022336,-9.982238,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
The goal is to push the blue squares onto the cream squares.,-5.114951,-0.006033673,-inf,-0.41644955,-1.0771284,-8.314612,-0.00024715427,-5.3369036,-0.00482858,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
To change the red squares into cream squares you have to much them from a certain direction.,-0.56112826,-0.84667933,-inf,-1.6600106,-0.21095589,-5.6672106,-0.0034705903,-0.12339367,-2.1550004,-9.632065,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
To change the orange and pink squares into cream squares you have to move them into the purple squares.,-5.7342653,-0.0032837098,-inf,-3.715845,-0.024656365,-8.99159,-0.00012713818,-0.39097354,-1.1284881,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
You will need to press spacebar in order to grab the green blocks - the boxes move slightly and are very hard to catch.,-2.7340453,-0.06766914,-inf,-0.12739168,-2.1237981,-0.30656856,-1.331799,-0.08446279,-2.6094167,-4.9349093,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"its quite tricky, remember dont go under a brown block",-0.4030471,-3.3635135,-1.2265124,-5.98075,-0.0025376098,-0.72869223,-0.658889,-1.5286257,-9.356386,-0.24472833,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
"so if you move left, your shot will go left, you move up, your shot will go up, etc etc",-0.9617631,-0.5554978,-3.1433618,-0.009844389,-4.627747,-0.1944293,-1.7335395,-0.0053828107,-5.235083,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"I thought i had this game but i was trying to get to the wrong green coloured boxes, and lost lives both times, i presume you need to get to the really light green one in the bottom left corner.",-inf,-inf,-0.00042792756,-8.8285124e-05,-9.74554,-0.0015683073,-6.484858,-9.84531,-inf,-9.9371064e-05,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
definitely plan your route before you start,-0.0016964842,-9.282952,-6.472989,-7.8864822,-0.0003832445,-0.00023584091,-8.477431,-0.02801467,-3.5915256,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
this info was given to me by another player and its perfect.,-inf,-inf,-0.00037204305,-2.3438328e-05,-inf,-2.4153549e-05,-inf,-6.217952e-05,-inf,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
You have to move the purple squares into the light blue squares to eliminate the light blue squares.,-4.723148,-0.009009949,-inf,-2.1083267,-0.12953444,-6.4267135,-0.0016228146,-1.1581559,-0.3771844,-9.686579,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
To complete the level you need to reach the yellow square.,-8.207789,-0.00030209616,-10.842528,-0.0053210394,-5.2418303,-7.9338126,-0.00036192173,-7.6605225,-0.00047678637,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
I advise to get as many white blocks as necessary in order to break through the green blocks to get to the yellow block.,-0.00028266964,-9.376444,-inf,-8.34241,-0.0002454854,-0.6763795,-0.710254,-2.2947524,-0.10652954,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
You might have to break through green blocks to collect more white blocks along the way.,-0.0017803761,-6.4374876,-inf,-4.194417,-0.01520827,-5.1246104,-0.0059694387,-0.6159473,-0.7771545,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
If you do not manage to get enough health before going through the green blocks you will lose a life.,-5.090263,-0.006297758,-inf,-1.6311109,-0.21783608,-7.4437084,-0.00058746425,-10.250543,-inf,-4.6444635e-05,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
The goal is to fill up your health bar (solid green bar on your block) by collecting Green blocks.,-5.8743653,-0.0028368495,-inf,-0.06266223,-2.8017445,-5.5084085,-0.0040655783,-4.671782,-0.009438013,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
After you fill up your bar you approach the purple block to finish the game.,-5.403177,-0.0075051174,-5.945247,-0.0005985465,-7.4750304,-3.1441643,-0.044080094,-4.0389466,-0.017795997,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
"It's quite tricky, remember don't go under a brown block and don't let the red, yellow, or dark green catch you.",-0.07784962,-2.962909,-3.8558133,-6.1729684,-0.0020948264,-0.03833557,-3.2809923,-0.9212541,-8.42088,-0.5081548,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
"Object of the game is to defend your yellow squares from being taken over by the enemy coloured squares, whilst also killing the enemy square by shooting with the space bar.",-1.2840018,-0.33464384,-inf,-1.2396675,-0.3418118,-2.7996151,-0.06277195,-5.788425,-0.003131371,-10.271359,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
If the enemy squares capture your squares they will turn green however you can re-capture them by moving over them.,-3.1704507,-0.043943997,-inf,-1.0622562,-0.4242138,-7.7947335,-0.00041625294,-0.10920141,-2.2869358,-6.3570366,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"Keep moving, keep shooting, and remember to make sure you re-capture any taken squares.",-0.00062022323,-7.596028,-inf,-4.4760556,-0.0114618065,-0.049983818,-3.0213106,-2.8887236,-0.057296913,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
Firing to the side can be quite helpful just remember to move fast.,-0.0049890825,-5.32735,-inf,-0.21770212,-1.6317856,-0.21117374,-1.6589944,-0.36559886,-1.1837771,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"so if you move left, your shot will go left, you move up, your shot will go up, etc etc 
And don't stop shooting",-1.2931098,-0.38410747,-3.219387,-0.24585354,-1.5236379,-0.2598747,-1.4748482,-0.15277275,-1.9553851,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"The goal is to get to the light green block by using light blue blocks and dark blue blocks to teleport to it while avoiding the moving red, pink, and darker green blocks.",-7.79144e-05,-11.303263,-inf,-2.7937016,-0.06317939,-6.4373393,-0.0016091244,-4.0379744,-0.01788617,-10.021726,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
Take your time; you are far more likely to complete a level taking it slow.,-0.00084584096,-7.6860037,-8.053254,-2.9572833,-0.053386882,-0.00054838747,-7.5444994,-0.003759586,-5.5909805,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"I thought I had this game but i was trying to get to the wrong green colored boxes, and lost lives both times.",-inf,-inf,-0.00015788905,-1.7716551e-05,-inf,-0.0005182436,-7.62005,-13.509259,-inf,-1.4378848e-05,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
The goal is to get to the LIGHT GREEN box.,-6.0849433,-0.0025628149,-8.278211,-0.00043651022,-7.7907443,-8.449967,-0.00021641071,-4.7736416,-0.008501224,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
Take your time and plan out each move before you act.,-0.00031484728,-9.495806,-8.496738,-9.734746,-6.539802e-05,-2.451116e-05,-11.177193,-0.0032174033,-5.747682,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
The goal of this game is to get to the Yellow square.,-1.9417934,-0.15529446,-8.2069,-0.00046832662,-7.737458,-8.668938,-0.00018268342,-11.774739,-1.4021238e-05,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
Orange and Pink squares kill you.,-inf,-5.4312077e-05,-10.543275,-0.1401793,-2.0342739,-9.30997,-9.209964e-05,-11.935209,-inf,-9.372295e-06,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
Green squares move when you touch them and you will have to push the Green squares through the Orange and Pink squares in order to pass through.,-1.3491085,-0.30343318,-inf,-3.480417,-0.031301264,-8.496053,-0.00020687809,-0.06126963,-2.825361,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"However, be careful that you don't push a Green square into trapping yourself.",-0.0009870809,-6.9662485,-inf,-6.1741247,-0.0020931612,-2.2184706,-0.115170546,-1.342254,-9.40903,-0.30303133,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
Also be advised that you cannot push two Green squares together; you can only move one at a time.,-1.9639477,-0.15141906,-inf,-2.9917512,-0.051523704,-8.821624,-0.00014978688,-0.00052217365,-9.911476,-7.6996703,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Best advice is to visualize the moves before you make them and ensure it is correct.,-0.00010127832,-inf,-10.098085,-7.609501,-0.0005071613,-1.6643718e-05,-inf,-2.017118,-0.1427817,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Definitely plan your route before you start.,-0.0014505908,-9.549966,-6.6203833,-8.730493,-0.0001721935,-0.00013214473,-9.050324,-0.0012997614,-6.665761,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
The goal is to get to the Dark Green square.,-5.0129037,-0.0067809774,-9.462587,-8.9953974e-05,-9.585911,-8.593374,-0.00018923594,-6.0713696,-0.002317965,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
Red and Yellow blocks can move erratically and kill you.,-5.1943903,-0.0055876873,-11.356027,-0.0032745642,-5.7274356,-9.796942,-5.705376e-05,-8.889302,-inf,-0.00014430351,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
"To remove any Orange barriers in your way, eat all of the Purple squares near it and it will set the Light Green square free, which will then eat the barrier.",-0.49976045,-1.2078083,-inf,-6.174152,-0.0020975643,-7.5303435,-0.0005432617,-3.132344,-0.04466131,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
"However, this Light Green block can also kill you, so avoid it once you set it free (you might have to wait for it to get out of the way).",-0.04158851,-3.2346504,-inf,-2.709159,-0.068940185,-6.9648743,-0.0009479032,-8.09654,-inf,-0.00031842338,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
"On the final level, don't set the Purple squares free, just simply move straight to the Dark Green square.",-0.6125512,-2.5905118,-inf,-6.321119,-0.0018076261,-1.909573,-0.16034548,-4.68241,-0.009517955,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
Avoid letting the Yellow squares free if they're trapped.,-0.6689562,-0.7181086,-10.16438,-7.5058312,-0.0005574396,-1.5270401,-0.24487083,-0.11059957,-6.098648,-2.2795582,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
This info was given to me by another player and its perfect.,-inf,-inf,-0.0002882722,-2.319992e-05,-inf,-1.4617256e-05,-inf,-5.5861725e-05,-10.754741,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
The goal is to push the Blue squares onto the Yellow squares.,-6.9464808,-0.0009680376,-inf,-0.06332084,-2.7914798,-6.313714,-0.0018148827,-5.6917324,-0.0033856456,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
Make sure to NOT push the Blue squares to the side barriers as the block may get stuck.,-0.45463294,-1.0074074,-inf,-8.952273,-0.00013464801,-1.9406633,-0.15503979,-1.7252188,-9.106975,-0.19644834,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
"Later levels require you to turn Red, Orange, and Pink squares into Yellow squares to finish the level.",-0.020413067,-3.922057,-inf,-0.29007334,-1.3792934,-7.9365373,-0.00035918003,-2.8276577,-0.060995005,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
To change the Red squares into Yellow squares you have to hit them from a certain direction.,-1.9259607,-0.15814601,-inf,-2.1383457,-0.1254463,-8.672852,-0.00017541199,-0.29909295,-1.353462,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
To change the Orange and Pink squares into Yellow squares you have to push them onto the Purple squares.,-6.511902,-0.0015085549,-inf,-3.7617013,-0.0235365,-9.057489,-0.00011844365,-0.67905444,-0.70758456,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"Once you have done that, you will be able to collect them.",-0.33864948,-1.9964998,-1.8903902,-0.012661977,-4.377574,-0.0017757382,-6.344658,-0.06650444,-2.7443953,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"This one is really easy and nothing kills you, so don't overthink it!",-0.8326776,-inf,-0.5815542,-0.00016408764,-8.771658,-0.008130002,-4.8182096,-0.06587516,-2.753747,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Visualise each move you make before you make it, this will help ensure you are able to complete each level.",-0.00010211275,-10.38413,-inf,-8.864231,-0.00015431295,-3.3451433e-05,-10.934068,-1.9415157,-0.15492697,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
You will need to press spacebar in order to grab the green blocks - the boxes twitch sporadically and are very hard to catch.,-0.51529765,-0.9126289,-inf,-0.017612357,-4.049362,-0.22309309,-1.6098785,-0.08716313,-2.887935,-3.5939095,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"so if you move left, your shot will go left, you move up, your shot will go up, etc etc 
And don't stop shooting

Positioning tips:

Position yourself on the row with your yellow squares, fire sideways, move quickly to recapture squares.",-0.052073374,-3.2899828,-inf,-4.7322598,-0.008901375,-0.4181458,-1.0739094,-2.4373746,-0.09155712,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Just strafe the ""home row""",-1.3583245,-5.7065816,-0.30251357,-0.0648725,-2.7683866,-0.000107238506,-9.39723,-0.009041844,-4.7310495,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Light blue teleports you to yellow.,-6.8912177,-0.0016857705,-7.403747,-0.0078320885,-4.8553605,-6.393095,-0.0016785101,-0.00062904065,-7.430715,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Dark blue teleports you to orange.,-8.400178,-0.0016255488,-6.6516156,-0.00028719936,-8.232987,-6.9900503,-0.00092599174,-0.0002390594,-8.495519,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Dodge/weave enemies to reach your dark blue teleporter.,-0.073804155,-2.670606,-6.4706473,-3.4361415,-0.0327392,-0.59112555,-0.8068314,-0.26440474,-1.465136,-6.7811837,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"If you've ever played any early generation pokemon games - move the green blocks like rocks in a cave, i.e.",-0.110331334,-3.7506034,-2.6371143,-1.2335387,-0.34432706,-0.0028946325,-5.8515387,-0.0026504516,-5.95609,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Articuno's Cave.,-inf,-inf,-5.7411373e-05,-8.6616266e-05,-inf,-4.2630116e-05,-inf,-0.0013057142,-inf,-inf,ignorance statements or specific experiences,"not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Don't get them stuck together, and plan your route so you don't block a door.",-4.6444635e-05,-10.96507,-inf,-9.912916,-5.383526e-05,-0.19369665,-1.7368885,-0.023112582,-4.0152755,-5.3723636,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Same for any ""slide the block"" puzzle in a puzzle RPG",-0.16446835,-inf,-1.8890033,-0.0007407767,-7.2234488,-0.014617774,-4.234726,-0.0005174092,-7.655041,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
I'm only going to add to this to say that you need to MOVE FAST to get past the sporadic movements of the yellow blocks in the earlier levels.,-0.057969853,-inf,-2.8920915,-0.5286124,-0.89029527,-0.00021843717,-8.506888,-0.46982718,-0.9817767,-8.786903,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Avoid contact with Light Blue.,-10.485467,-9.031158e-05,-9.860652,-7.523,-0.00054826826,-6.02024,-0.002434524,-2.0992365,-inf,-0.1308127,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
Space key temporarily places a block which enables winning.,-6.592963,-0.0014105897,-10.55688,-0.9560474,-0.48522606,-6.859524,-0.0010529344,-5.76678,-0.0031575153,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
Push Light Blue into Yellow to win.,-9.815509,-7.1238996e-05,-11.2437525,-6.866885,-0.0010501965,-0.89447856,-0.52567744,-9.626539,-7.0404574e-05,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
"If Yellow not visible, make it by touching and combining other blocks.",-1.4777448,-0.2599008,-7.7567425,-7.04858,-0.00087739696,-1.3439362,-0.3022378,-0.6323214,-0.7580748,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Collect Light Green blocks.,-9.947,-0.00038419815,-8.129556,-4.3675895,-0.012780623,-0.5436052,-0.86911905,-0.19389728,-1.736269,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Avoid Yellow.,-11.040416,-0.0005619693,-7.581754,-8.611165,-0.00018816312,-0.008733231,-4.74888,-0.0037259688,-inf,-5.606021,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Brown blocks can drop and crush you.,-6.905206,-0.001391781,-8.082728,-0.044620737,-3.132208,-10.003747,-4.7040652e-05,-8.640004,-inf,-0.00018804391,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
Collect Light Blue.,-9.466101,-0.0075260587,-4.925115,-2.494254,-0.08620361,-0.025251219,-3.692211,-0.0055416822,-5.2152777,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Push Light Green to make paths.,-6.8299866,-0.0011042563,-11.027901,-7.266832,-0.00070528337,-3.8082051,-0.022442438,-0.033142444,-3.4258502,-inf,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
